ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(°C),Water Temp(°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
142629791,Photo,White-bearded Manakin,Manacus manacus,,Tom Murray,2007-12-10,2007,12,10,700,Trinidad and Tobago,TT-TUP,Tunapuna-Piarco,,Asa Wright Nature Centre,10.7174435,-61.2980568,"",,Unspecified,"","",,,,,,,S53139585,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,640,640
142023211,Photo,White-bearded Manakin,Manacus manacus,,Susan Brauning,2019-01-15,2019,1,15,930,Trinidad and Tobago,TT-TUP,Tunapuna-Piarco,,Asa Wright Nature Centre,10.7174435,-61.2980568,"",,Unspecified,"","",,,,,,,S53015475,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,2358,3144
142023131,Photo,White-bearded Manakin,Manacus manacus,,Susan Brauning,2019-01-15,2019,1,15,930,Trinidad and Tobago,TT-TUP,Tunapuna-Piarco,,Asa Wright Nature Centre,10.7174435,-61.2980568,"",,Unspecified,"","",,,,,,,S53015475,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,2,,2529,3372
142023121,Photo,White-bearded Manakin,Manacus manacus,,Susan Brauning,2019-01-15,2019,1,15,930,Trinidad and Tobago,TT-TUP,Tunapuna-Piarco,,Asa Wright Nature Centre,10.7174435,-61.2980568,"",,Unspecified,"","",,,,,,,S53015475,"",,,,,Manacus manacus,whbman1,Species,15475,,2.00,1,,2015,2687
141875021,Photo,White-bearded Manakin,Manacus manacus,,Julien Birard,2015-03-17,2015,3,17,700,Brazil,BR-SP,São Paulo,,Ubatuba--Fazenda Angelim,-23.3972349,-45.0641004,"",,Unspecified,"","",,,,,,,S52987925,"",,,,,Manacus manacus,whbman1,Species,15475,,1.00,1,,1942,2790
140852091,Photo,White-bearded Manakin,Manacus manacus,,Betsy Taylor,2019-01-20,2019,1,20,1035,Trinidad and Tobago,TT-TUP,Tunapuna-Piarco,,Asa Wright Nature Centre,10.7174435,-61.2980568,"",,Unspecified,"","",,,,,,,S52748825,"",,,,,Manacus manacus,whbman1,Species,15475,,1.00,1,,1595,2233
140797451,Photo,White-bearded Manakin,Manacus manacus,,Marcos Moura,2017-09-03,2017,9,3,730,Brazil,BR-SP,São Paulo,,Pesqueiro Paculândia,-23.3111290,-45.7717339,Adult Female,,Unspecified,"","",,,,,,,S52733523,"",,,,,Manacus manacus,whbman1,Species,15475,,2.80,5,,2266,2965
140685851,Photo,White-bearded Manakin,Manacus manacus,,Elizabeth Pierobon,2019-01-08,2019,1,8,754,Brazil,BR-SP,São Paulo,,"Ubatuba, praia Vermelha do Sul - casa, SP (-23,513, -45,172)",-23.5131423,-45.1720730,Adult Female,,Unspecified,"","",,,,,,,S51584523,"",,,,,Manacus manacus,whbman1,Species,15475,,1.00,1,,2451,3309
140435511,Photo,White-bearded Manakin,Manacus manacus,,Peter Kaestner,2019-02-11,2019,2,11,630,Ecuador,EC-E,Esmeraldas,,Awa (La Union) Road,0.9710453,-78.5555114,"",,Unspecified,"","",,,,,,,S52611179,"",,,,,Manacus manacus,whbman1,Species,15475,,3.50,2,,2602,3903
140157171,Photo,White-bearded Manakin,Manacus manacus,,Hugo Vides,2019-02-02,2019,2,2,1500,Colombia,CO-SUC,Sucre,,Bosque de Chalán,9.5497943,-75.3165592,"",,Unspecified,"","",,,,,,,S52588250,"",,,,,Manacus manacus,whbman1,Species,15475,,5.00,3,,3060,4342
139859851,Photo,White-bearded Manakin,Manacus manacus,,Paul Arneson,2019-01-03,2019,1,3,830,Trinidad and Tobago,TT-TUP,Tunapuna-Piarco,,Asa Wright Nature Centre,10.7174435,-61.2980568,Female,,Unspecified,"","",,,,,,,S52536080,"",,,,,Manacus manacus,whbman1,Species,15475,,1.00,1,,3712,5568
139859721,Photo,White-bearded Manakin,Manacus manacus,,Paul Arneson,2019-01-03,2019,1,3,830,Trinidad and Tobago,TT-TUP,Tunapuna-Piarco,,Asa Wright Nature Centre,10.7174435,-61.2980568,Male,,Unspecified,"","",,,,,,,S52536080,"",,,,,Manacus manacus,whbman1,Species,15475,,1.00,1,,1753,2561
139788761,Photo,White-bearded Manakin,Manacus manacus,,Kevin Wistrom,2019-01-29,2019,1,29,930,Trinidad and Tobago,TT-TUP,Tunapuna-Piarco,,Asa Wright Nature Centre,10.7174435,-61.2980568,Adult Male,,Unspecified,"","",,,,,,,S52310534,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,2,,3456,5184
139788751,Photo,White-bearded Manakin,Manacus manacus,,Kevin Wistrom,2019-01-29,2019,1,29,930,Trinidad and Tobago,TT-TUP,Tunapuna-Piarco,,Asa Wright Nature Centre,10.7174435,-61.2980568,Adult Male,,Unspecified,"","",,,,,,,S52310534,"",,,,,Manacus manacus,whbman1,Species,15475,,3.50,2,,3456,5184
139719791,Photo,White-bearded Manakin,Manacus manacus,,Paul Arneson,2019-01-02,2019,1,2,1330,Trinidad and Tobago,TT-RCM,Rio Claro-Mayaro,,Bush Bush Creek,10.3987191,-61.0248813,"",,Unspecified,"","",,,,,,,S52508223,"",,,,,Manacus manacus,whbman1,Species,15475,,2.00,1,,1640,1395
139687301,Photo,White-bearded Manakin,Manacus manacus,,Paul Arneson,2019-01-01,2019,1,1,1315,Trinidad and Tobago,TT-TUP,Tunapuna-Piarco,,Asa Wright Nature Centre,10.7174435,-61.2980568,Male,,Unspecified,"","",,,,,,,S52504532,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,2661,2718
139395781,Photo,White-bearded Manakin,Manacus manacus,,Rob Van Epps,2018-10-11,2018,10,11,800,Brazil,BR-RJ,Rio de Janeiro,,Reserva Ecológica de Guapiaçu (REGUA),-22.4509480,-42.7709320,"",,Unspecified,"","",,,,,,,S49128614,"",,,,,Manacus manacus,whbman1,Species,15475,,2.00,1,,,
139350301,Photo,White-bearded Manakin,Manacus manacus,,Cesar Lacerda,2018-11-19,2018,11,19,800,Brazil,BR-SC,Santa Catarina,,Caieiras,-26.3144328,-48.7964961,"",,Unspecified,"","",,,,,,,S52441806,"",,,,,Manacus manacus,whbman1,Species,15475,,5.00,2,,,
139251971,Photo,White-bearded Manakin,Manacus manacus,,Paul Arneson,2018-12-30,2018,12,30,835,Trinidad and Tobago,TT-TUP,Tunapuna-Piarco,,Asa Wright Nature Centre,10.7174435,-61.2980568,Male,,Unspecified,"","",,,,,,,S51615552,"",,,,,Manacus manacus,whbman1,Species,15475,,2.00,1,,1288,1105
139177811,Photo,White-bearded Manakin,Manacus manacus,,Gerald Friesen,2018-04-25,2018,4,25,903,Ecuador,EC-P,Pichincha,,Rio Silanche Bird Sanctuary,0.1451850,-79.1414713,Adult Female,,Unspecified,"","",,,,,,,S52417506,"",,,?? M. m. bangsi ??,,Manacus manacus,whbman1,Species,15475,,3.00,1,,955,1436
139177801,Photo,White-bearded Manakin,Manacus manacus,,Gerald Friesen,2018-04-25,2018,4,25,903,Ecuador,EC-P,Pichincha,,Rio Silanche Bird Sanctuary,0.1451850,-79.1414713,Adult Male,,Unspecified,"","",,,,,,,S52417506,"",,,?? M. m. bangsi ??,,Manacus manacus,whbman1,Species,15475,,4.50,2,,960,1441
139177191,Photo,White-bearded Manakin,Manacus manacus,,Gerald Friesen,2017-02-13,2017,2,13,948,Trinidad and Tobago,TT-TUP,Tunapuna-Piarco,,Asa Wright property,10.7151293,-61.3018547,Adult Male,,Unspecified,"","",,,,,,,S52417393,"",,,Manacus manacus trinitatis,,Manacus manacus,whbman1,Species,15475,,4.00,2,,2287,1829
138969281,Photo,White-bearded Manakin,Manacus manacus,,Susan Brauning,2019-01-11,2019,1,11,830,Trinidad and Tobago,TT-TUP,Tunapuna-Piarco,,Asa Wright Nature Centre,10.7174435,-61.2980568,"",,Unspecified,"","",,,,,,,S52384674,"",,,,,Manacus manacus,whbman1,Species,15475,,2.00,2,,3000,4000
138808741,Photo,White-bearded Manakin,Manacus manacus,,Alex Luna,2019-01-22,2019,1,22,630,Ecuador,EC-E,Esmeraldas,,"(0.5257,-79.2124)",0.5256930,-79.2124300,Adult Male,,Unspecified,"","",,,,,,,S51949290,"",,,A few males displaying at the lek,,Manacus manacus,whbman1,Species,15475,,4.80,10,,1989,3239
138450691,Photo,White-bearded Manakin,Manacus manacus,,Jorge Puerta Mendoza,2019-01-20,2019,1,20,657,Colombia,CO-CUN,Cundinamarca,,"San José de Lindaraja Cundinamarca, CO (5,073, -74,488)",5.0729680,-74.4882690,"",,Unspecified,"","",,,,,,,S52279807,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,3456,4608
138450671,Photo,White-bearded Manakin,Manacus manacus,,Jorge Puerta Mendoza,2019-01-20,2019,1,20,657,Colombia,CO-CUN,Cundinamarca,,"San José de Lindaraja Cundinamarca, CO (5,073, -74,488)",5.0729680,-74.4882690,"",,Unspecified,"","",,,,,,,S52279807,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,3456,4608
138330821,Photo,White-bearded Manakin,Manacus manacus,,Gerald Friesen,2017-02-12,2017,2,12,948,Trinidad and Tobago,TT-TUP,Tunapuna-Piarco,,Asa Wright Nature Centre,10.7174435,-61.2980568,Adult Male,"",Unspecified,"","",,,,,,,S52270295,"",,,subspecies:M.m. trinitatis,,Manacus manacus,whbman1,Species,15475,,4.50,2,Habitat,1282,1928
137887581,Photo,White-bearded Manakin,Manacus manacus,,Jonathan Creel,2019-01-25,2019,1,25,730,Colombia,CO-CUN,Cundinamarca,,Laguna El Tabacal,5.0263256,-74.3283141,"",,Unspecified,"","",,,,,,,S52150196,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,1514,2083
137499181,Photo,White-bearded Manakin,Manacus manacus,,Chris Wood,2019-01-17,2019,1,17,635,Brazil,BR-RJ,Rio de Janeiro,,Paraty--Fazenda Bananal,-23.2148473,-44.7651029,Adult Female,,Unspecified,"","",,,,,,,S51761958,"",,,,,Manacus manacus,whbman1,Species,15475,,2.00,1,,1898,3052
137482391,Photo,White-bearded Manakin,Manacus manacus,,Chris Wood,2019-01-17,2019,1,17,635,Brazil,BR-RJ,Rio de Janeiro,,Paraty--Fazenda Bananal,-23.2148473,-44.7651029,Female,,Unspecified,"","",,,,,,,S51761958,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,1589,2648
137021581,Photo,White-bearded Manakin,Manacus manacus,,Peter Kaestner,2019-01-22,2019,1,22,620,Ecuador,EC-O,El Oro,,Buenaventura Reserve--general area,-3.6492591,-79.7615323,"",,Unspecified,"","",,,,,,,S51947400,"",,,,,Manacus manacus,whbman1,Species,15475,,2.00,1,,,
136454861,Photo,White-bearded Manakin,Manacus manacus,,Fred Peters,2019-01-10,2019,1,10,1330,Trinidad and Tobago,TT-TUP,Tunapuna-Piarco,,Driveway of AWNC,10.7200155,-61.2970382,Adult Female,,Unspecified,"","",,,,,,,S51899910,"",,,,,Manacus manacus,whbman1,Species,15475,,1.00,1,,1652,2937
136431541,Photo,White-bearded Manakin,Manacus manacus,,Jorge La Rotta,2019-01-20,2019,1,20,600,Colombia,CO-CUN,Cundinamarca,,LA MAGDALENA FINCA SAN JOSÉ,5.0784103,-74.4854024,"",,Unspecified,"","",,,,,,,S51930324,"",,,,,Manacus manacus,whbman1,Species,15475,,2.50,2,,,
136334181,Photo,White-bearded Manakin,Manacus manacus,,Lorena Patrício,2019-01-17,2019,1,17,635,Brazil,BR-RJ,Rio de Janeiro,,Paraty--Fazenda Bananal,-23.2148473,-44.7651029,Adult Female,,Unspecified,"","",,,,,,,S51759740,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,2,,1900,2850
136269331,Photo,White-bearded Manakin,Manacus manacus,,Jorge La Rotta,2019-01-19,2019,1,19,1030,Colombia,CO-CUN,Cundinamarca,,LA MAGDALENA FINCA SAN JOSÉ,5.0784103,-74.4854024,"",,Unspecified,"","",,,,,,,S51897035,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,2753,2911
136269281,Photo,White-bearded Manakin,Manacus manacus,,Jorge La Rotta,2019-01-19,2019,1,19,1030,Colombia,CO-CUN,Cundinamarca,,LA MAGDALENA FINCA SAN JOSÉ,5.0784103,-74.4854024,"",,Unspecified,"","",,,,,,,S51897035,"",,,,,Manacus manacus,whbman1,Species,15475,,3.50,2,,2444,2341
135466921,Photo,White-bearded Manakin,Manacus manacus,,Greg Gray,2018-12-05,2018,12,5,1530,Ecuador,EC-P,Pichincha,,Milpe Bird Sanctuary,0.0333270,-78.8684510,"",,Unspecified,"","",,,,,,,S50811207,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,2406,3610
134812101,Photo,White-bearded Manakin,Manacus manacus,,Jeff Bolsinger,2019-01-01,2019,1,1,1315,Trinidad and Tobago,TT-TUP,Tunapuna-Piarco,,Asa Wright Nature Centre,10.7174435,-61.2980568,"",,Unspecified,"","",,,,,,,S51628744,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,3000,4000
134691531,Photo,White-bearded Manakin,Manacus manacus,,Victor Hugo Michelini,2018-09-20,2018,9,20,800,Argentina,AR-N-GB,Misiones,General Manuel Belgrano,Surucuá Reserva & Ecolodge,-25.5380539,-54.1412124,"",,Unspecified,"","",,,,,,,S51612242,"",,,,,Manacus manacus,whbman1,Species,15475,,3.50,2,,800,1200
134431381,Photo,White-bearded Manakin,Manacus manacus,,Stan Lilley,2016-05-25,2016,5,25,600,Trinidad and Tobago,TT-TUP,Tunapuna-Piarco,,Asa Wright Nature Centre,10.7174435,-61.2980568,"",,Unspecified,"","",,,,,,,S30060028,"",,,,,Manacus manacus,whbman1,Species,15475,,4.00,2,,2303,3190
134415431,Photo,White-bearded Manakin,Manacus manacus,,Matt Yawney,2018-12-06,2018,12,6,615,Ecuador,EC-P,Pichincha,,Rio Silanche Bird Sanctuary,0.1451850,-79.1414713,"",,Unspecified,"","",,,,,,,S50504334,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,1657,2485
134368691,Photo,White-bearded Manakin,Manacus manacus,,Steven Whitebread,2017-11-23,2017,11,23,732,Brazil,BR-SC,Santa Catarina,,Joinville--PNM da Caieira,-26.3070310,-48.7949718,"",,Unspecified,"","",,,,,,,S40687279,"",,,,,Manacus manacus,whbman1,Species,15475,,4.00,2,,988,1482
133038441,Photo,White-bearded Manakin,Manacus manacus,,Eric DeFonso 🦑,2014-09-15,2014,9,15,0,Brazil,BR-RJ,Rio de Janeiro,,Reserva Ecológica de Guapiaçu (REGUA),-22.4509480,-42.7709320,"",,Unspecified,"","",,,,,,,S51297077,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,2,,667,1024
132129801,Photo,White-bearded Manakin,Manacus manacus,,Martin Brookes,2018-12-12,2018,12,12,1600,Colombia,CO-MAG,Magdalena,,Cabanas Road,11.1524002,-74.1441227,Adult Female,,Unspecified,"","",,,,,,,S50627953,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,1606,2409
132023591,Photo,White-bearded Manakin,Manacus manacus,,Fábio Luís Mello,2018-12-26,2018,12,26,930,Brazil,BR-SC,Santa Catarina,,Joinville--Estrada Serrinha,-26.3135095,-48.9698771,Adult Male,,Unspecified,"","",,,,,,,S50974294,"",,,,,Manacus manacus,whbman1,Species,15475,,3.50,2,,1344,2016
131972941,Photo,White-bearded Manakin,Manacus manacus,,Andres Angulo Rubiano,2016-03-09,2016,3,9,825,Colombia,CO-ANT,Antioquia,,Vegachi,6.8588007,-74.7781741,Adult Female,,Unspecified,"","",,,,,,,S51088077,"",,,,,Manacus manacus,whbman1,Species,15475,,1.00,1,,2848,4288
131972931,Photo,White-bearded Manakin,Manacus manacus,,Andres Angulo Rubiano,2016-03-09,2016,3,9,825,Colombia,CO-ANT,Antioquia,,Vegachi,6.8588007,-74.7781741,Adult Female,"",Unspecified,"","",,,,,,,S51088077,"",,,,,Manacus manacus,whbman1,Species,15475,,3.50,2,In-hand,2848,4288
131948961,Photo,White-bearded Manakin,Manacus manacus,,Andres Angulo Rubiano,2016-02-27,2016,2,27,1737,Colombia,CO-SAN,Santander,,"Bosque humedo tropical, Simacota",6.7855362,-73.8682016,Adult Male,,Unspecified,"","",,,,,,,S51019643,"",,,,Male captured on forest edge at understory. He was recaptured in the afternoon. He did not present signals of reproductive condition.,Manacus manacus,whbman1,Species,15475,,1.00,1,,2848,4288
131948661,Photo,White-bearded Manakin,Manacus manacus,,Andres Angulo Rubiano,2016-02-27,2016,2,27,1737,Colombia,CO-SAN,Santander,,"Bosque humedo tropical, Simacota",6.7855362,-73.8682016,"",,Unspecified,"","",,,,,,,S51019643,"",,,,Male captured on forest edge at understory. He was recaptured in the afternoon. He did not present signals of reproductive condition.,Manacus manacus,whbman1,Species,15475,,3.00,2,,2848,4288
131948251,Photo,White-bearded Manakin,Manacus manacus,,Andres Angulo Rubiano,2016-02-27,2016,2,27,1737,Colombia,CO-SAN,Santander,,"Bosque humedo tropical, Simacota",6.7855362,-73.8682016,Adult Male,,Unspecified,"","",,,,,,,S51019643,"",,,,Male captured on forest edge at understory. He was recaptured in the afternoon. He did not present signals of reproductive condition.,Manacus manacus,whbman1,Species,15475,,2.00,1,,2848,4288
131796751,Photo,White-bearded Manakin,Manacus manacus,,Ted Kavanagh,2018-11-18,2018,11,18,845,Brazil,BR-RJ,Rio de Janeiro,,Reserva Ecológica de Guapiaçu (REGUA),-22.4509480,-42.7709320,"",,Unspecified,"","",,,,,,,S51063799,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,1242,1866
131570751,Photo,White-bearded Manakin,Manacus manacus,,Mark Dorriesfield,2018-12-21,2018,12,21,1543,Ecuador,EC-P,Pichincha,,Reserva Mangaloma,0.1226520,-78.9948535,"",,Unspecified,"","",,,,,,,S50933597,"",,,,,Manacus manacus,whbman1,Species,15475,,3.67,3,,3888,5184
131276241,Photo,White-bearded Manakin,Manacus manacus,,Erik Martin,2017-02-12,2017,2,12,630,Trinidad and Tobago,TT-TUP,Tunapuna-Piarco,,"TT-Trinidad and Tobago (10.7176,-61.2981)",10.7175730,-61.2981200,Adult Male,,Unspecified,"","",,,,,,,S40186988,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,986,729
131033811,Photo,White-bearded Manakin,Manacus manacus,,Abner Terribili,2018-12-22,2018,12,22,1400,Brazil,BR-SP,São Paulo,,Ubatuba--Praia da Lagoinha,-23.5198012,-45.1982549,"",,Unspecified,"","",,,,,,,S50946794,"",,,,,Manacus manacus,whbman1,Species,15475,,4.00,2,,1288,1932
130873671,Photo,White-bearded Manakin,Manacus manacus,,Abner Terribili,2018-12-21,2018,12,21,1000,Brazil,BR-SP,São Paulo,,Ubatuba--Sítio Folha Seca,-23.4697252,-45.1692945,"",,Unspecified,"","",,,,,,,S50926679,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,1365,2048
130255561,Photo,White-bearded Manakin,Manacus manacus,,Tahiry Langrand,2018-07-02,2018,7,2,613,Colombia,CO-MAG,Magdalena,,PNN Tayrona--Sector Cañaveral,11.2962611,-73.9140844,Adult Male,,Unspecified,"","",,,,,,,S46952047,"",,,,,Manacus manacus,whbman1,Species,15475,,2.50,2,,2321,3482
130255551,Photo,White-bearded Manakin,Manacus manacus,,Tahiry Langrand,2018-07-02,2018,7,2,613,Colombia,CO-MAG,Magdalena,,PNN Tayrona--Sector Cañaveral,11.2962611,-73.9140844,Adult Male,,Unspecified,"","",,,,,,,S46952047,"",,,,,Manacus manacus,whbman1,Species,15475,,2.50,2,,2261,3391
130247631,Photo,White-bearded Manakin,Manacus manacus,,Keith Bowers,2006-12-07,2006,12,7,700,Trinidad and Tobago,TT-TUP,Tunapuna-Piarco,,Asa Wright Nature Centre,10.7174435,-61.2980568,"",,Unspecified,"","",,,,,,,S4999849,"",,,,,Manacus manacus,whbman1,Species,15475,,1.00,1,,2000,3008
129563961,Photo,White-bearded Manakin,Manacus manacus,,Mary Anne Fluke,2018-12-09,2018,12,9,1029,Trinidad and Tobago,TT-TUP,Tunapuna-Piarco,,Asa Wright Nature Centre,10.7174435,-61.2980568,"",,Unspecified,"","",,,,,,,S50551983,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,1861,2798
129558151,Photo,White-bearded Manakin,Manacus manacus,,Mary Anne Fluke,2018-12-08,2018,12,8,1500,Trinidad and Tobago,TT-TUP,Tunapuna-Piarco,,Asa Wright Nature Centre,10.7174435,-61.2980568,"",,Unspecified,"","",,,,,,,S50531201,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,1983,2972
129553711,Photo,White-bearded Manakin,Manacus manacus,,Mary Anne Fluke,2018-12-08,2018,12,8,900,Trinidad and Tobago,TT-TUP,Tunapuna-Piarco,,Asa Wright Nature Centre,10.7174435,-61.2980568,"",,Unspecified,"","",,,,,,,S50512759,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,1912,2868
129281141,Photo,White-bearded Manakin,Manacus manacus,,C. Sledge,2018-01-14,2018,1,14,730,Ecuador,EC-M,Manabí,,Jama-Coaque Reserve,-0.1160200,-80.1245500,"",,Unspecified,"","",,,,,,,S50515988,"",,,,,Manacus manacus,whbman1,Species,15475,,2.00,1,,561,685
128540931,Photo,White-bearded Manakin,Manacus manacus,,Enio Moraes,2018-12-12,2018,12,12,1715,Brazil,BR-SP,São Paulo,,Santa Branca--Estrada dos Barretos,-23.4060000,-45.8570000,Adult Female,,Unspecified,"","",,,,,,,S50646098,"",,,,,Manacus manacus,whbman1,Species,15475,,4.00,2,,512,1000
127786181,Photo,White-bearded Manakin,Manacus manacus,,Alexander  Torres,2018-11-15,2018,11,15,830,Colombia,CO-MET,Meta,,Reserva El Caduceo,3.6653500,-73.6578430,Adult Male,,Unspecified,"","",,,,,,,S50563189,"",,,,,Manacus manacus,whbman1,Species,15475,,1.00,1,,3456,4608
127426811,Photo,White-bearded Manakin,Manacus manacus,,Paul Prappas,2018-12-07,2018,12,7,1339,Trinidad and Tobago,TT-TUP,Tunapuna-Piarco,,Asa Wright Nature Centre,10.7174435,-61.2980568,"",,Unspecified,"","",,,,,,,S50508658,"",,,,,Manacus manacus,whbman1,Species,15475,,4.00,2,,900,1200
126601531,Photo,White-bearded Manakin,Manacus manacus,,Daniel Arias-Cruzatty,2018-12-02,2018,12,2,807,Ecuador,EC-G,Guayas,,Manglares Churute--Sendero Aulladores,-2.4166833,-79.6494667,"",,Unspecified,"","",,,,,,,S50374953,"",,,,,Manacus manacus,whbman1,Species,15475,,3.50,2,,2387,3183
126551411,Photo,White-bearded Manakin,Manacus manacus,,Jeff Tingle,2018-11-29,2018,11,29,810,Colombia,CO-MAG,Magdalena,,"Playa Neguange 1–93, Santa Marta (Dist. ESP. ) CO-Magdalena (11.2497,-74.1170)",11.2497290,-74.1170170,"",,Unspecified,"","",,,,,,,S50298871,"",,,,,Manacus manacus,whbman1,Species,15475,,5.00,2,,963,1072
126152921,Photo,White-bearded Manakin,Manacus manacus,,george parker,2018-07-05,2018,7,5,800,Ecuador,EC-P,Pichincha,,Rio Silanche Bird Sanctuary,0.0867694,-79.0854639,"",,Unspecified,"","",,,,,,,S50358699,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,2,,2244,3367
124838661,Photo,White-bearded Manakin,Manacus manacus,,João Salvador,2018-11-21,2018,11,21,1530,Brazil,BR-SP,São Paulo,,São Manuel--área geral,-22.7458278,-48.5685972,Adult Female,,Unspecified,"","",,,,,,,S50148652,"",,,,,Manacus manacus,whbman1,Species,15475,,3.50,2,,1333,2000
123912001,Photo,White-bearded Manakin,Manacus manacus,,Jody Enck,2018-11-03,2018,11,3,1130,Colombia,CO-CUN,Cundinamarca,,Laguna El Tabacal,5.0263256,-74.3283141,Male,,Unspecified,"","",,,,,,,S49655327,"",,,White-bearded Manakin,Two males,Manacus manacus,whbman1,Species,15475,,1.00,1,,2736,3648
123704631,Photo,White-bearded Manakin,Manacus manacus,,Charlie   Nims,2018-11-15,2018,11,15,632,Trinidad and Tobago,TT-TUP,Tunapuna-Piarco,,Asa Wright Nature Centre,10.7174435,-61.2980568,"",,Unspecified,"","",,,,,,,S49957839,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,1657,2140
123704621,Photo,White-bearded Manakin,Manacus manacus,,Charlie   Nims,2018-11-15,2018,11,15,632,Trinidad and Tobago,TT-TUP,Tunapuna-Piarco,,Asa Wright Nature Centre,10.7174435,-61.2980568,"",,Unspecified,"","",,,,,,,S49957839,"",,,,,Manacus manacus,whbman1,Species,15475,,3.50,2,,1517,1904
123359171,Photo,White-bearded Manakin,Manacus manacus,,Jorge Muñoz García   CAQUETA BIRDING,2018-10-14,2018,10,14,520,Colombia,CO-MET,Meta,,Río Morrocoy--Puente 3,2.1526430,-73.7773020,Adult Male,,Unspecified,"","",,,,,,,S49312913,"",,,,,Manacus manacus,whbman1,Species,15475,,4.00,2,,2920,5184
122159611,Photo,White-bearded Manakin,Manacus manacus,,Roger Clark,2013-02-17,2013,2,17,1015,Colombia,CO-CUN,Cundinamarca,,Laguna El Tabacal,5.0263256,-74.3283141,Adult,,Unspecified,"","",,,,,,,S49698126,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,1450,1823
121639621,Photo,White-bearded Manakin,Manacus manacus,,Ellison Orcutt,2018-10-24,2018,10,24,605,Trinidad and Tobago,TT-TUP,Tunapuna-Piarco,,Asa Wright Nature Centre,10.7174435,-61.2980568,"",,Unspecified,"","",,,,,,,S49426811,"",,,,,Manacus manacus,whbman1,Species,15475,,3.50,2,,2819,3947
121616151,Photo,White-bearded Manakin,Manacus manacus,,Sara Newman,2018-01-21,2018,1,21,1000,Trinidad and Tobago,TT-TUP,Tunapuna-Piarco,,Asa Wright Nature Centre,10.7174435,-61.2980568,Adult Male,,Unspecified,"","",,,,,,,S49611495,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,3200,4800
121599431,Photo,White-bearded Manakin,Manacus manacus,,Gabriel Camilo Jaramillo Giraldo,2018-10-06,2018,10,6,728,Colombia,CO-ANT,Antioquia,,Embalse de Punchiná y su Zona de Protección,6.2326667,-74.8755000,Adult,,Unspecified,"","",,,,,,,S49593975,"",,,Macho y hembra,,Manacus manacus,whbman1,Species,15475,,3.00,1,,2592,3687
121599421,Photo,White-bearded Manakin,Manacus manacus,,Gabriel Camilo Jaramillo Giraldo,2018-10-06,2018,10,6,728,Colombia,CO-ANT,Antioquia,,Embalse de Punchiná y su Zona de Protección,6.2326667,-74.8755000,Adult Male,,Unspecified,"","",,,,,,,S49593975,"",,,,,Manacus manacus,whbman1,Species,15475,,3.50,2,,2483,3524
121475921,Photo,White-bearded Manakin,Manacus manacus,,Drew Weber,2018-10-07,2018,10,7,759,Colombia,CO-ANT,Antioquia,,Hacienda Nápoles - Rutas a través del bosque y pastos,5.9287490,-74.7340850,Adult Male,,Unspecified,"","",,,,,,,S49022378,"",,,,,Manacus manacus,whbman1,Species,15475,,1.00,1,,1800,3000
120816541,Photo,White-bearded Manakin,Manacus manacus,,Sage Levy,2018-10-22,2018,10,22,1600,Trinidad and Tobago,TT-TUP,Tunapuna-Piarco,,Project Guppy,10.6846550,-61.2905930,Adult Female,,Unspecified,"","",,,,,,,S49377951,"",,,,,Manacus manacus,whbman1,Species,15475,,2.00,1,,,
